Dist_Name,State_Name,DFSI,Human_fatality,Human_injured,Population,Mean_Flood_Duration,Percent_Flooded_Area,Parmanent_Water,Corrected_Percent_Flooded_Area,fatality_rate,injury_rate,risk_score,risk_tier
Kadri_Hills_37,KARNATAKA,11.12,4,2,222024,3.4,2.63,0.42,2.21,1.801607,0.900804,11.72,Low
Bunder_Port_37,KARNATAKA,39.05,161,143,416742,22.2,18.8,3.94,14.86,38.633015,34.313796,91.13,Very High
Bejai_Urban_37,KARNATAKA,17.21,20,12,3204716,6.5,7.15,2.36,4.79,0.62408,0.374448,16.92,Low
Ullal_Beach_37,KARNATAKA,41.52,315,94,642567,22.1,24.97,4.18,20.79,49.022125,14.628825,98.1,Very High
Kulshekar_Ridge_37,KARNATAKA,9.97,4,6,698681,0.5,6.97,0.37,6.6,0.572507,0.858761,10.39,Low
Patna_Central_37,BIHAR,20.41,34,36,1701838,9.0,8.34,2.24,6.1,1.99784,2.11536,26.11,Medium
Begusarai_East_37,BIHAR,23.03,34,12,2595588,9.8,10.45,0.74,9.71,1.309915,0.462323,29.08,Medium
Arwal_Basin_37,BIHAR,20.36,30,10,937625,6.7,14.75,1.14,13.61,3.199573,1.066524,32.99,Medium
Vaishali_Valley_37,BIHAR,20.66,10,39,3042017,7.5,12.78,2.28,10.5,0.328729,1.282044,25.47,Medium
Samastipur_Plain_37,BIHAR,24.12,30,38,3299131,9.7,13.29,0.84,12.45,0.90933,1.151818,32.05,Medium
Mangaluru_Coastal_38,KARNATAKA,26.19,282,69,728514,10.2,21.84,3.83,18.01,38.708934,9.471335,74.49,Very High
Jeppu_Lowlands_38,KARNATAKA,27.5,63,131,743798,12.2,19.18,3.94,15.24,8.470042,17.612309,61.83,Very High
Kadri_Hills_38,KARNATAKA,10.11,4,5,683294,0.7,6.63,0.26,6.37,0.5854,0.731749,10.33,Low
Bunder_Port_38,KARNATAKA,37.11,136,34,188586,15.0,36.17,3.57,32.6,72.11564,18.02891,100.0,Very High
Bejai_Urban_38,KARNATAKA,19.88,45,15,5254619,7.1,10.0,0.95,9.05,0.856389,0.285463,23.28,Low
Ullal_Beach_38,KARNATAKA,40.2,327,122,356456,20.5,26.61,3.58,23.03,91.736427,34.225823,98.39,Very High
Kulshekar_Ridge_38,KARNATAKA,10.31,3,4,123555,2.3,4.44,0.23,4.21,2.428068,3.237425,15.46,Low
Patna_Central_38,BIHAR,21.41,21,19,5693734,6.1,16.57,0.79,15.78,0.368827,0.3337,29.02,Medium
Begusarai_East_38,BIHAR,13.84,48,31,745404,3.1,9.93,1.53,8.4,6.439461,4.158819,29.65,Medium
Arwal_Basin_38,BIHAR,21.55,6,8,3526394,9.1,9.05,1.32,7.73,0.170145,0.226861,23.41,Low
Vaishali_Valley_38,BIHAR,16.66,46,5,5205907,3.9,12.28,1.66,10.62,0.883612,0.096045,20.26,Low
Samastipur_Plain_38,BIHAR,15.87,27,27,1328791,4.2,11.91,2.45,9.46,2.031922,2.031922,22.93,Low
Mangaluru_Coastal_39,KARNATAKA,32.47,320,10,571885,12.9,28.48,2.58,25.9,55.955306,1.748603,81.83,Very High
Jeppu_Lowlands_39,KARNATAKA,32.65,136,129,512890,12.3,31.17,2.87,28.3,26.516407,25.151592,92.41,Very High
Kadri_Hills_39,KARNATAKA,11.35,3,1,193124,3.6,2.85,0.48,2.37,1.553406,0.517802,11.45,Low
Bunder_Port_39,KARNATAKA,37.89,140,149,242747,20.9,20.38,3.86,16.52,57.673215,61.380779,91.17,Very High
Bejai_Urban_39,KARNATAKA,26.77,42,13,3705228,11.8,15.06,2.44,12.62,1.133533,0.350856,35.17,Medium
Ullal_Beach_39,KARNATAKA,42.55,56,102,572844,17.9,40.51,4.4,36.11,9.775785,17.805895,97.78,Very High
Kulshekar_Ridge_39,KARNATAKA,9.63,3,4,287199,2.3,1.83,0.37,1.46,1.044572,1.392763,8.2,Low
Patna_Central_39,BIHAR,20.47,25,35,3121578,8.2,9.51,1.62,7.89,0.800877,1.121228,24.11,Low
Begusarai_East_39,BIHAR,18.7,18,35,1062060,6.6,11.36,1.75,9.61,1.69482,3.295482,27.12,Medium
Arwal_Basin_39,BIHAR,21.56,40,21,2042247,7.2,15.3,1.15,14.15,1.958627,1.028279,32.13,Medium
Vaishali_Valley_39,BIHAR,25.56,28,34,2205243,11.2,14.24,2.21,12.03,1.269701,1.54178,34.75,Medium
Samastipur_Plain_39,BIHAR,20.3,40,28,1288140,9.7,5.49,1.42,4.07,3.105253,2.173677,26.76,Medium
Mangaluru_Coastal_40,KARNATAKA,45.97,26,74,571972,25.8,25.45,4.49,20.96,4.545677,12.937696,82.03,Very High
Jeppu_Lowlands_40,KARNATAKA,31.42,322,100,531024,11.7,31.85,4.87,26.98,60.637561,18.831541,89.93,Very High
Kadri_Hills_40,KARNATAKA,10.93,2,8,505918,2.3,4.19,0.19,4.0,0.395321,1.581284,10.23,Low
Bunder_Port_40,KARNATAKA,43.63,106,8,600881,18.2,42.15,4.31,37.84,17.640764,1.331378,100.0,Very High
Bejai_Urban_40,KARNATAKA,18.48,46,17,4661900,3.5,17.95,1.45,16.5,0.986722,0.364658,27.12,Medium
Ullal_Beach_40,KARNATAKA,34.63,308,71,304528,11.1,42.11,4.62,37.49,101.140125,23.314769,100.0,Very High
Kulshekar_Ridge_40,KARNATAKA,11.06,1,5,370170,1.3,7.79,0.06,7.73,0.270146,1.350731,12.79,Low
Patna_Central_40,BIHAR,22.65,22,16,1453692,7.7,16.34,0.56,15.78,1.513388,1.100646,34.09,Medium
Begusarai_East_40,BIHAR,17.82,20,8,3202882,3.1,17.45,0.92,16.53,0.624438,0.249775,25.81,Medium
Arwal_Basin_40,BIHAR,13.79,2,36,2681913,3.1,8.83,2.16,6.67,0.074574,1.342325,13.86,Low
Vaishali_Valley_40,BIHAR,12.37,9,5,1188152,3.1,5.9,1.77,4.13,0.757479,0.420822,11.31,Low
Samastipur_Plain_40,BIHAR,24.15,41,23,1949087,9.3,16.5,2.12,14.38,2.103549,1.18004,35.94,Medium
Mangaluru_Coastal_41,KARNATAKA,41.81,372,79,379208,22.4,25.57,4.31,21.26,98.099196,20.832894,99.11,Very High
Jeppu_Lowlands_41,KARNATAKA,53.62,304,49,289415,27.1,39.82,2.78,37.04,105.039476,16.930705,100.0,Very High
Kadri_Hills_41,KARNATAKA,12.35,0,6,199292,2.9,7.02,0.1,6.92,0.0,3.010658,15.06,Low
Bunder_Port_41,KARNATAKA,32.18,27,115,183521,10.9,37.09,4.49,32.6,14.712213,62.663128,91.95,Very High
Bejai_Urban_41,KARNATAKA,22.34,15,27,1251518,10.2,8.65,0.96,7.69,1.198544,2.15738,28.41,Medium
Ullal_Beach_41,KARNATAKA,34.2,247,17,273077,14.1,30.86,3.3,27.56,90.450679,6.22535,89.2,Very High
Kulshekar_Ridge_41,KARNATAKA,9.14,0,6,162258,0.9,5.36,0.21,5.15,0.0,3.697815,10.49,Low
Patna_Central_41,BIHAR,23.69,21,32,5356854,10.4,10.9,2.23,8.67,0.392021,0.597366,27.19,Medium
Begusarai_East_41,BIHAR,25.44,25,15,4313233,10.4,14.28,0.98,13.3,0.579612,0.347767,32.88,Medium
Arwal_Basin_41,BIHAR,21.71,19,12,3888445,10.0,6.86,1.54,5.32,0.488627,0.308607,22.51,Low
Vaishali_Valley_41,BIHAR,26.21,12,12,3084182,10.4,16.47,0.82,15.65,0.389082,0.389082,35.39,Medium
Samastipur_Plain_41,BIHAR,17.54,27,18,941904,7.6,5.0,1.14,3.86,2.866534,1.911023,22.72,Low
Mangaluru_Coastal_42,KARNATAKA,46.07,278,138,239775,20.5,42.18,3.98,38.2,115.942029,57.553957,100.0,Very High
Jeppu_Lowlands_42,KARNATAKA,28.89,79,111,120811,11.8,26.54,4.35,22.19,65.391396,91.879051,84.33,Very High
Kadri_Hills_42,KARNATAKA,12.33,1,2,596690,2.5,7.0,0.3,6.7,0.167591,0.335182,12.36,Low
Bunder_Port_42,KARNATAKA,48.14,200,64,131218,27.4,28.19,4.77,23.42,152.418113,48.773796,100.0,Very High
Bejai_Urban_42,KARNATAKA,14.05,22,13,2641912,4.5,5.06,1.91,3.15,0.83273,0.492068,12.42,Low
Ullal_Beach_42,KARNATAKA,49.44,108,25,551511,22.6,43.67,4.4,39.27,19.582565,4.533001,100.0,Very High
Kulshekar_Ridge_42,KARNATAKA,9.15,4,5,318355,0.7,5.33,0.4,4.93,1.256459,1.570574,10.48,Low
Patna_Central_42,BIHAR,19.43,19,14,2022534,7.1,10.63,1.5,9.13,0.939416,0.692201,23.85,Low
Begusarai_East_42,BIHAR,21.45,19,37,5865986,9.9,5.68,1.24,4.44,0.323901,0.630755,21.27,Low
Arwal_Basin_42,BIHAR,23.67,23,33,3672382,10.8,9.83,1.94,7.89,0.626297,0.898599,27.51,Medium
Vaishali_Valley_42,BIHAR,16.12,9,7,838540,6.6,5.47,2.01,3.46,1.073294,0.834784,16.65,Low
Samastipur_Plain_42,BIHAR,20.96,22,28,3610691,8.8,9.1,1.98,7.12,0.609302,0.775475,23.46,Low
Mangaluru_Coastal_43,KARNATAKA,32.17,249,17,349735,11.5,33.64,3.67,29.97,71.196763,4.860823,87.1,Very High
Jeppu_Lowlands_43,KARNATAKA,35.77,67,78,328816,14.8,31.93,2.78,29.15,20.376137,23.721473,97.18,Very High
Kadri_Hills_43,KARNATAKA,13.13,0,3,233069,3.4,7.33,0.16,7.17,0.0,1.287172,14.73,Low
Bunder_Port_43,KARNATAKA,38.47,31,16,536013,17.3,31.31,3.53,27.78,5.783442,2.985002,72.08,Very High
Bejai_Urban_43,KARNATAKA,25.96,27,38,5010579,11.7,11.03,0.52,10.51,0.53886,0.758395,31.74,Medium
Ullal_Beach_43,KARNATAKA,49.47,118,96,478080,23.9,38.9,3.28,35.62,24.682062,20.080321,100.0,Very High
Kulshekar_Ridge_43,KARNATAKA,8.78,0,1,306010,1.8,1.07,0.31,0.76,0.0,0.326787,5.0,Low
Patna_Central_43,BIHAR,15.27,34,7,923332,5.6,5.23,1.03,4.2,3.682316,0.758124,20.67,Low
Begusarai_East_43,BIHAR,21.32,37,13,2386963,8.1,12.42,1.78,10.64,1.550087,0.544625,28.14,Medium
Arwal_Basin_43,BIHAR,21.82,34,23,1998339,11.1,5.31,2.19,3.12,1.701413,1.150956,24.38,Low
Vaishali_Valley_43,BIHAR,15.65,41,3,5135352,4.4,7.69,1.08,6.61,0.798387,0.058419,16.02,Low
Samastipur_Plain_43,BIHAR,19.53,16,23,5443772,7.4,8.21,0.96,7.25,0.293914,0.422501,20.67,Low
Mangaluru_Coastal_44,KARNATAKA,54.59,147,60,89067,27.0,43.86,2.64,41.22,165.044292,67.365017,100.0,Very High
Jeppu_Lowlands_44,KARNATAKA,43.23,292,21,542367,20.1,35.4,4.13,31.27,53.838084,3.871917,100.0,Very High
Kadri_Hills_44,KARNATAKA,12.35,0,9,209530,3.6,5.15,0.38,4.77,0.0,4.295328,14.56,Low
Bunder_Port_44,KARNATAKA,47.08,365,69,530834,21.4,39.9,2.87,37.03,68.759725,12.998414,100.0,Very High
Bejai_Urban_44,KARNATAKA,18.16,48,31,1056718,7.2,8.78,2.33,6.45,4.542366,2.933611,29.06,Medium
Ullal_Beach_44,KARNATAKA,26.14,322,109,290541,10.1,21.98,2.66,19.32,110.827732,37.51622,78.33,Very High
Kulshekar_Ridge_44,KARNATAKA,10.1,1,9,742922,1.6,3.62,0.07,3.55,0.134604,1.211433,7.87,Low
Patna_Central_44,BIHAR,24.68,15,10,789220,9.8,17.07,1.74,15.33,1.900611,1.267074,37.53,Medium
Begusarai_East_44,BIHAR,14.56,30,8,3164749,4.5,5.57,1.37,4.2,0.947942,0.252785,13.7,Low
Arwal_Basin_44,BIHAR,16.69,12,13,1363659,4.2,13.77,2.3,11.47,0.879985,0.953318,22.41,Low
Vaishali_Valley_44,BIHAR,16.88,5,35,1656618,4.0,13.57,1.28,12.29,0.30182,2.112738,22.98,Low
Samastipur_Plain_44,BIHAR,25.91,13,11,1312283,11.8,14.25,2.49,11.76,0.99064,0.838234,34.27,Medium
Mangaluru_Coastal_45,KARNATAKA,26.84,274,112,276562,10.2,23.78,2.94,20.84,99.073625,40.497248,80.31,Very High
Jeppu_Lowlands_45,KARNATAKA,43.02,313,84,532402,22.6,27.59,4.33,23.26,58.790162,15.777552,100.0,Very High
Kadri_Hills_45,KARNATAKA,11.12,3,0,95745,3.5,3.45,0.49,2.96,3.133323,0.0,14.44,Low
Bunder_Port_45,KARNATAKA,50.74,107,90,454758,23.7,43.92,4.45,39.47,23.528998,19.790746,100.0,Very High
Bejai_Urban_45,KARNATAKA,20.18,29,21,2150824,6.4,15.2,2.17,13.03,1.34832,0.97637,28.44,Medium
Ullal_Beach_45,KARNATAKA,37.2,105,26,693015,19.3,22.8,4.52,18.28,15.151187,3.751723,81.16,Very High
Kulshekar_Ridge_45,KARNATAKA,9.99,3,8,542648,0.5,7.21,0.23,6.98,0.552845,1.474252,11.3,Low
Patna_Central_45,BIHAR,20.55,4,20,5084946,7.3,11.67,1.49,10.18,0.078664,0.393318,23.62,Low
Begusarai_East_45,BIHAR,27.53,28,26,4270771,11.6,16.94,2.01,14.93,0.655619,0.608789,36.98,Medium
Arwal_Basin_45,BIHAR,19.86,28,18,4562224,8.1,8.26,2.08,6.18,0.613736,0.394544,20.99,Low
Vaishali_Valley_45,BIHAR,26.18,21,23,2136675,10.9,16.73,2.19,14.54,0.982835,1.076439,36.43,Medium
Samastipur_Plain_45,BIHAR,18.02,2,17,923177,5.1,14.77,2.18,12.59,0.216643,1.841467,24.62,Low
Mangaluru_Coastal_46,KARNATAKA,35.68,270,143,345505,17.8,24.07,4.2,19.87,78.146481,41.388692,90.54,Very High
Jeppu_Lowlands_46,KARNATAKA,46.13,123,51,436087,23.7,31.95,3.95,28.0,28.205381,11.694914,100.0,Very High
Kadri_Hills_46,KARNATAKA,11.83,1,3,668889,3.2,3.65,0.45,3.2,0.149502,0.448505,9.27,Low
Bunder_Port_46,KARNATAKA,34.84,161,116,350001,13.4,33.96,3.01,30.95,45.999869,33.142762,97.24,Very High
Bejai_Urban_46,KARNATAKA,16.75,36,37,691387,5.7,9.74,1.77,7.97,5.206925,5.351561,31.77,Medium
Ullal_Beach_46,KARNATAKA,50.69,203,28,218048,25.0,39.89,3.52,36.37,93.098767,12.841209,100.0,Very High
Kulshekar_Ridge_46,KARNATAKA,11.17,4,7,312919,3.6,1.64,0.34,1.3,1.278286,2.237001,11.05,Low
Patna_Central_46,BIHAR,14.37,42,6,4651923,4.2,5.49,1.35,4.14,0.902852,0.128979,13.0,Low
Begusarai_East_46,BIHAR,16.41,21,3,2527320,5.7,7.94,2.45,5.49,0.83092,0.118703,16.73,Low
Arwal_Basin_46,BIHAR,19.99,37,5,5309045,5.0,17.57,1.96,15.61,0.696924,0.094179,27.56,Medium
Vaishali_Valley_46,BIHAR,17.91,26,27,5896364,5.9,8.94,1.35,7.59,0.44095,0.457909,19.12,Low
Samastipur_Plain_46,BIHAR,25.82,40,16,2031064,10.3,16.73,1.24,15.49,1.969411,0.787764,38.21,Medium
Mangaluru_Coastal_47,KARNATAKA,33.06,286,63,460343,12.7,32.65,4.41,28.24,62.127587,13.685448,92.94,Very High
Jeppu_Lowlands_47,KARNATAKA,35.67,269,13,740406,13.0,37.15,3.86,33.29,36.331418,1.755793,90.85,Very High
Kadri_Hills_47,KARNATAKA,8.02,3,3,245776,1.4,0.82,0.48,0.34,1.220624,1.220624,5.68,Low
Bunder_Port_47,KARNATAKA,34.27,335,55,381102,11.8,38.49,4.29,34.2,87.902976,14.431832,98.74,Very High
Bejai_Urban_47,KARNATAKA,15.59,16,32,1101891,4.4,10.83,2.44,8.39,1.452049,2.904098,21.6,Low
Ullal_Beach_47,KARNATAKA,49.17,181,130,428518,22.5,42.87,3.65,39.22,42.238599,30.337115,100.0,Very High
Kulshekar_Ridge_47,KARNATAKA,10.61,4,5,562552,1.2,6.55,0.17,6.38,0.711045,0.888807,11.45,Low
Patna_Central_47,BIHAR,24.36,13,1,5154419,9.3,16.13,2.46,13.67,0.252211,0.019401,30.82,Medium
Begusarai_East_47,BIHAR,24.1,19,19,837369,9.6,15.22,0.83,14.39,2.269012,2.269012,37.57,Medium
Arwal_Basin_47,BIHAR,20.0,15,34,4456778,9.3,5.15,2.18,2.97,0.336566,0.762883,18.73,Low
Vaishali_Valley_47,BIHAR,20.62,7,33,1192924,7.5,12.27,0.7,11.57,0.586793,2.766312,28.4,Medium
Samastipur_Plain_47,BIHAR,17.68,17,6,1523920,5.8,10.58,1.58,9.0,1.115544,0.393721,21.82,Low
Mangaluru_Coastal_48,KARNATAKA,44.99,218,84,401447,19.9,39.6,2.95,36.65,54.303557,20.924306,100.0,Very High
Jeppu_Lowlands_48,KARNATAKA,47.32,165,6,569274,22.2,39.84,4.7,35.14,28.984285,1.053974,100.0,Very High
Kadri_Hills_48,KARNATAKA,8.78,2,1,367031,0.7,4.26,0.42,3.84,0.544913,0.272457,6.86,Low
Bunder_Port_48,KARNATAKA,35.75,342,128,326479,14.5,34.96,4.95,30.01,104.754058,39.206197,97.76,Very High
Bejai_Urban_48,KARNATAKA,16.13,13,17,631184,4.7,10.08,0.54,9.54,2.059621,2.693351,24.36,Low
Ullal_Beach_48,KARNATAKA,46.67,390,63,321696,20.9,41.71,3.58,38.13,121.232468,19.583706,100.0,Very High
Kulshekar_Ridge_48,KARNATAKA,11.6,4,1,649312,2.9,3.75,0.18,3.57,0.616037,0.154009,9.87,Low
Patna_Central_48,BIHAR,24.2,8,15,1888509,8.8,17.28,1.25,16.03,0.423615,0.794277,33.83,Medium
Begusarai_East_48,BIHAR,23.25,21,29,4608502,9.8,10.44,0.9,9.54,0.45568,0.629272,27.47,Medium
Arwal_Basin_48,BIHAR,25.7,27,29,4945975,11.8,10.62,1.05,9.57,0.545898,0.586335,30.64,Medium
Vaishali_Valley_48,BIHAR,18.93,42,5,2826729,4.0,17.62,0.86,16.76,1.485816,0.176883,28.93,Medium
Samastipur_Plain_48,BIHAR,18.02,13,7,2055537,6.1,10.5,1.91,8.59,0.632438,0.340544,20.87,Low
Mangaluru_Coastal_49,KARNATAKA,45.73,16,128,538682,23.3,31.95,4.01,27.94,2.970212,23.7617,83.82,Very High
Jeppu_Lowlands_49,KARNATAKA,47.27,309,24,236375,20.9,44.15,4.14,40.01,130.724484,10.153358,100.0,Very High
Kadri_Hills_49,KARNATAKA,8.36,1,4,151541,0.8,3.94,0.36,3.58,0.659887,2.63955,8.8,Low
Bunder_Port_49,KARNATAKA,43.77,340,104,729870,22.1,30.17,3.91,26.26,46.583638,14.249113,100.0,Very High
Bejai_Urban_49,KARNATAKA,14.23,26,10,551707,4.1,7.26,0.5,6.76,4.712646,1.812556,24.19,Low
Ullal_Beach_49,KARNATAKA,34.99,262,26,710798,10.1,43.35,3.03,40.32,36.85998,3.657861,96.46,Very High
Kulshekar_Ridge_49,KARNATAKA,7.87,3,6,124381,0.6,3.56,0.36,3.2,2.411944,4.823888,12.94,Low
Patna_Central_49,BIHAR,20.01,10,32,5432400,5.0,17.22,1.58,15.64,0.184081,0.589058,27.07,Medium
Begusarai_East_49,BIHAR,21.54,28,35,3014719,7.5,13.64,0.93,12.71,0.928776,1.160971,29.1,Medium
Arwal_Basin_49,BIHAR,26.13,5,29,1949466,10.8,15.49,0.67,14.82,0.25648,1.487587,35.64,Medium
Vaishali_Valley_49,BIHAR,18.92,18,20,4827802,8.3,5.12,1.95,3.17,0.37284,0.414267,17.26,Low
Samastipur_Plain_49,BIHAR,23.49,33,33,4364044,10.9,7.59,0.68,6.91,0.756179,0.756179,26.61,Medium
Mangaluru_Coastal_50,KARNATAKA,44.93,217,65,259128,26.4,20.08,2.54,17.54,83.742398,25.084128,100.0,Very High
Jeppu_Lowlands_50,KARNATAKA,43.63,108,52,329730,20.7,34.12,3.04,31.08,32.754072,15.770479,100.0,Very High
Kadri_Hills_50,KARNATAKA,12.5,2,7,156214,3.4,6.54,0.43,6.11,1.280295,4.481032,18.32,Low
Bunder_Port_50,KARNATAKA,35.34,105,12,412397,14.6,31.87,3.49,28.38,25.460903,2.909817,88.28,Very High
Bejai_Urban_50,KARNATAKA,16.16,44,25,926674,4.9,10.56,2.04,8.52,4.748164,2.69782,28.28,Medium
Ullal_Beach_50,KARNATAKA,47.81,151,86,515430,26.1,27.95,3.17,24.78,29.295928,16.685098,100.0,Very High
Kulshekar_Ridge_50,KARNATAKA,11.66,2,5,183927,3.6,3.59,0.4,3.19,1.087388,2.71847,13.36,Low
Patna_Central_50,BIHAR,21.99,19,34,5393091,10.1,6.88,1.57,5.31,0.352303,0.630436,22.66,Low
Begusarai_East_50,BIHAR,14.54,5,22,844126,3.2,10.77,1.08,9.69,0.592329,2.606246,19.58,Low
Arwal_Basin_50,BIHAR,15.39,29,15,3412511,3.3,11.1,1.32,9.78,0.849814,0.439559,18.57,Low
Vaishali_Valley_50,BIHAR,16.9,39,38,3802198,6.7,5.15,1.93,3.22,1.025722,0.999422,16.56,Low
Samastipur_Plain_50,BIHAR,15.12,22,7,2872948,4.7,5.92,0.82,5.1,0.765764,0.243652,14.74,Low
Mangaluru_Coastal_51,KARNATAKA,33.74,83,133,497666,12.0,36.5,4.54,31.96,16.677852,26.724751,96.35,Very High
Jeppu_Lowlands_51,KARNATAKA,40.36,291,65,42187,19.6,31.91,3.12,28.79,689.785953,154.0759,100.0,Very High
Kadri_Hills_51,KARNATAKA,12.87,4,3,166270,3.4,7.04,0.08,6.96,2.405726,1.804294,19.23,Low
Bunder_Port_51,KARNATAKA,50.26,111,117,626349,26.9,31.65,3.39,28.26,17.721749,18.679682,100.0,Very High
Bejai_Urban_51,KARNATAKA,21.77,40,22,4818420,10.5,6.01,2.31,3.7,0.830148,0.456581,22.05,Low
Ullal_Beach_51,KARNATAKA,49.37,327,131,533992,25.1,36.28,4.65,31.63,61.236872,24.532203,100.0,Very High
Kulshekar_Ridge_51,KARNATAKA,9.67,3,6,230920,1.1,5.55,0.12,5.43,1.299151,2.598302,12.58,Low
Patna_Central_51,BIHAR,22.84,45,18,5748400,7.8,16.22,1.98,14.24,0.782827,0.313131,30.45,Medium
Begusarai_East_51,BIHAR,18.98,33,14,5682101,6.7,9.49,1.58,7.91,0.580771,0.246388,20.78,Low
Arwal_Basin_51,BIHAR,15.37,10,28,2225049,5.0,6.37,1.21,5.16,0.449428,1.258399,15.51,Low
Vaishali_Valley_51,BIHAR,17.06,20,15,2456874,6.5,5.75,0.99,4.76,0.814043,0.610532,17.42,Low
Samastipur_Plain_51,BIHAR,22.15,34,33,4272827,6.7,17.82,1.64,16.18,0.795726,0.772322,31.52,Medium
Mangaluru_Coastal_52,KARNATAKA,44.95,368,145,613458,23.6,29.12,4.2,24.92,59.987807,23.6365,100.0,Very High
Jeppu_Lowlands_52,KARNATAKA,49.76,259,68,346081,22.5,43.52,2.56,40.96,74.837971,19.648579,100.0,Very High
Kadri_Hills_52,KARNATAKA,9.93,4,4,133500,2.9,1.57,0.2,1.37,2.996255,2.996255,13.78,Low
Bunder_Port_52,KARNATAKA,37.16,323,66,695129,19.1,23.52,4.74,18.78,46.466195,9.494641,88.78,Very High
Bejai_Urban_52,KARNATAKA,24.11,44,32,3448632,11.0,10.31,1.85,8.46,1.275868,0.927904,29.69,Medium
Ullal_Beach_52,KARNATAKA,39.8,134,60,218969,23.0,18.27,3.13,15.14,61.195877,27.401139,92.67,Very High
Kulshekar_Ridge_52,KARNATAKA,8.24,0,6,466488,0.9,2.03,0.44,1.59,0.0,1.286207,5.0,Low
Patna_Central_52,BIHAR,20.5,16,3,1025005,6.6,15.67,1.52,14.15,1.560968,0.292681,29.92,Medium
Begusarai_East_52,BIHAR,15.7,3,32,5255997,5.5,5.2,1.8,3.4,0.057078,0.608828,12.92,Low
Arwal_Basin_52,BIHAR,20.28,37,15,4665255,7.9,10.06,2.25,7.81,0.793097,0.321526,22.91,Low
Vaishali_Valley_52,BIHAR,21.98,14,15,1180667,7.1,17.76,1.59,16.17,1.18577,1.270468,33.2,Medium
Samastipur_Plain_52,BIHAR,18.72,20,3,5137203,5.9,12.27,2.49,9.78,0.389317,0.058398,21.33,Low
Mangaluru_Coastal_53,KARNATAKA,37.88,386,79,85095,18.4,27.98,2.67,25.31,453.61067,92.837417,97.97,Very High
Jeppu_Lowlands_53,KARNATAKA,28.75,76,53,432670,13.9,18.23,4.27,13.96,17.56535,12.24952,77.4,Very High
Kadri_Hills_53,KARNATAKA,11.96,0,3,696030,2.4,6.3,0.41,5.89,0.0,0.431016,11.01,Low
Bunder_Port_53,KARNATAKA,41.71,332,43,716999,19.4,32.8,3.57,29.23,46.304109,5.997219,98.97,Very High
Bejai_Urban_53,KARNATAKA,14.48,45,29,2346585,4.9,5.19,2.02,3.17,1.91768,1.235838,15.59,Low
Ullal_Beach_53,KARNATAKA,46.04,229,135,665210,26.0,23.26,2.92,20.34,34.425219,20.294343,100.0,Very High
Kulshekar_Ridge_53,KARNATAKA,12.02,1,9,287572,2.5,7.17,0.34,6.83,0.347739,3.129651,15.08,Low
Patna_Central_53,BIHAR,16.04,41,2,4402908,4.8,8.52,1.93,6.59,0.931203,0.045425,16.82,Low
Begusarai_East_53,BIHAR,24.21,17,17,4892541,9.7,14.42,2.24,12.18,0.347468,0.347468,30.07,Medium
Arwal_Basin_53,BIHAR,23.24,19,32,3436537,10.4,9.98,1.89,8.09,0.552882,0.93117,27.05,Medium
Vaishali_Valley_53,BIHAR,21.93,4,30,2482847,8.7,11.93,1.6,10.33,0.161105,1.20829,26.7,Medium
Samastipur_Plain_53,BIHAR,15.92,47,13,2357596,4.7,8.5,1.15,7.35,1.993556,0.551409,19.9,Low
Mangaluru_Coastal_54,KARNATAKA,41.33,221,136,419747,24.0,19.7,4.56,15.14,52.650763,32.40047,94.17,Very High
Jeppu_Lowlands_54,KARNATAKA,27.9,371,88,457247,11.6,23.07,4.4,18.67,81.137766,19.245616,79.8,Very High
Kadri_Hills_54,KARNATAKA,9.98,2,4,655168,2.0,2.48,0.26,2.22,0.305265,0.61053,6.7,Low
Bunder_Port_54,KARNATAKA,39.06,70,114,714619,15.8,36.0,2.6,33.4,9.795429,15.952557,91.41,Very High
Bejai_Urban_54,KARNATAKA,28.04,39,18,2772759,12.0,16.71,1.15,15.56,1.406541,0.649173,39.72,Medium
Ullal_Beach_54,KARNATAKA,48.17,52,31,661825,22.7,39.94,4.37,35.57,7.857062,4.684018,94.62,Very High
Kulshekar_Ridge_54,KARNATAKA,13.36,4,9,526675,3.3,7.5,0.46,7.04,0.759482,1.708834,16.13,Low
Patna_Central_54,BIHAR,17.54,36,11,4717690,6.7,5.52,0.98,4.54,0.763085,0.233165,17.06,Low
Begusarai_East_54,BIHAR,14.67,49,35,5017562,3.1,10.28,2.2,8.08,0.97657,0.69755,16.66,Low
Arwal_Basin_54,BIHAR,22.99,33,36,1006453,8.6,14.94,0.53,14.41,3.278842,3.576918,38.96,Medium
Vaishali_Valley_54,BIHAR,22.87,6,21,5577198,11.4,5.07,1.52,3.55,0.107581,0.376533,21.85,Low
Samastipur_Plain_54,BIHAR,19.98,20,2,4790697,8.7,5.9,1.28,4.62,0.417476,0.041748,19.38,Low
Mangaluru_Coastal_55,KARNATAKA,43.29,357,143,562313,20.3,33.63,2.85,30.78,63.487773,25.430677,100.0,Very High
Jeppu_Lowlands_55,KARNATAKA,34.83,65,16,675873,13.8,32.25,3.35,28.9,9.617191,2.367309,74.58,Very High
Kadri_Hills_55,KARNATAKA,11.66,0,1,70257,3.0,6.53,0.34,6.19,0.0,1.423346,13.07,Low
Bunder_Port_55,KARNATAKA,48.59,291,137,583898,27.0,28.07,4.19,23.88,49.837472,23.463002,100.0,Very High
